sales_month,category,state,customer_segment,total_orders,total_customers,total_sellers,total_quantity,total_sales,average_order_value,average_unit_price
2024-06-01,Home & Kitchen,Tamil Nadu,Regular,550,534,421,764,11812070.620000003,21476.492036364,15618.174436363637
2024-06-01,Beauty,Maharashtra,Premium,98,94,91,127,1768156.6700000002,18042.415,13685.716632653064
2024-06-01,Sports,Gujarat,New,41,39,39,58,1092649.92,26649.99804878,17350.277073170731
2024-06-01,Electronics,Gujarat,New,125,121,118,192,2796682.2800000003,22373.45824,15261.173599999996
2024-06-01,Home & Kitchen,Karnataka,New,143,137,130,206,2834940.4,19824.758041958,14982.909440559442
2024-06-01,Electronics,Delhi,New,112,111,105,152,1839369.7200000004,16422.943928571,12382.725357142857
2024-06-01,Grocery,West Bengal,Regular,212,208,185,306,5104279.540000001,24076.790283019,16875.565330188678
2024-07-01,Home & Kitchen,Tamil Nadu,Regular,537,524,420,747,10980072.310000004,20447.062029795,15123.314003724396
2024-07-01,Fashion,Tamil Nadu,New,134,129,121,179,3238905.14,24170.933880597,18111.031343283583
2024-07-01,Beauty,West Bengal,Regular,241,240,214,327,5122503.57,21255.20153527,15805.802074688801
2024-07-01,Home & Kitchen,Telangana,Regular,636,615,486,863,12626858.510000004,19853.551116352,15008.941006289302
2024-07-01,Fashion,Telangana,Regular,630,609,478,878,14521251.190000003,23049.605063492,15838.716015873013
2024-07-01,Electronics,Gujarat,Premium,123,118,115,172,2426282.850000001,19725.876829268,16233.358617886181
2024-07-01,Fashion,Karnataka,New,139,133,127,201,2877554.4500000007,20701.83057554,15385.788561151079
2024-07-01,Grocery,West Bengal,New,66,66,63,90,1336298.7800000003,20246.951212121,13591.553636363635
2024-07-01,Grocery,Tamil Nadu,Regular,357,350,296,499,7012525.3499999987,19642.928151261,14022.903557422971
2024-07-01,Sports,Gujarat,Premium,41,41,40,52,870867.07000000007,21240.660243902,15973.512926829268
2024-07-01,Beauty,Tamil Nadu,Regular,342,333,291,481,7163964.9700000007,20947.265994152,14662.463596491232
2024-07-01,Grocery,West Bengal,Regular,242,238,216,337,5611832.8900000006,23189.392107438,15212.113016528929
2024-07-01,Home & Kitchen,Uttar Pradesh,New,142,139,129,196,3099110.87,21824.72443662,15930.22288732394
2024-07-01,Home & Kitchen,Karnataka,New,125,123,117,191,2747420.7499999991,21979.366,14356.185840000002
2024-07-01,Home & Kitchen,Karnataka,Premium,122,118,114,174,2652324.5299999993,21740.365,13939.92737704918
2024-07-01,Fashion,Tamil Nadu,Regular,662,646,489,947,15043375.230000012,22724.131767372,15139.957009063442
2024-07-01,Grocery,West Bengal,Premium,60,59,58,88,1142170.5200000003,19036.175333333,15588.595
2024-07-01,Grocery,Karnataka,Premium,115,114,110,158,1550007.56,13478.326608696,10339.364173913045
2024-07-01,Electronics,Tamil Nadu,Regular,682,654,473,938,14170128.66,20777.314750733,15606.627668621702
2024-07-01,Home & Kitchen,West Bengal,New,59,58,58,85,1344812.0900000003,22793.425254237,13525.22271186441
2024-07-01,Home & Kitchen,Maharashtra,Regular,724,702,511,996,16047415.020000003,22164.937872928,16144.154240331489
2024-07-01,Home & Kitchen,Uttar Pradesh,Premium,140,135,132,181,2353492.7199999997,16810.662285714,13925.930857142863
2024-07-01,Electronics,Gujarat,New,137,131,126,197,2973427.0900000003,21703.847372263,15214.476058394166
2024-07-01,Fashion,West Bengal,New,78,74,76,112,1764998.39,22628.184487179,15453.587948717945
2024-07-01,Electronics,Telangana,Regular,767,733,545,1108,18309171.510000009,23871.149295958,15867.46582790092
2024-07-01,Fashion,West Bengal,Premium,79,78,75,109,1595462.1599999997,20195.723544304,13036.915949367094
2024-07-01,Fashion,Uttar Pradesh,Regular,795,764,529,1092,16435114.489999991,20673.099987421,14842.928666666669
2024-07-01,Grocery,Maharashtra,Regular,498,491,397,665,8725391.0599999968,17520.865582329,14039.724518072288
2024-07-01,Beauty,Maharashtra,Regular,497,490,395,672,10646689.519999994,21421.910503018,15998.027042253523
2024-07-01,Home & Kitchen,Uttar Pradesh,Regular,696,678,504,964,15774689.680000009,22664.784022989,15824.942844827587
2024-07-01,Sports,Tamil Nadu,Regular,307,304,259,415,7678139.4899999993,25010.226351792,17604.773583061891
2024-07-01,Home & Kitchen,Delhi,New,103,101,102,144,1438456.67,13965.598737864,11538.412233009711
2024-07-01,Sports,Delhi,New,54,53,53,81,1373626.55,25437.528703704,17497.411851851852
2024-07-01,Grocery,Maharashtra,New,106,104,104,156,1779837.6300000001,16790.921037736,11975.696698113208
2024-07-01,Grocery,Karnataka,New,97,95,93,130,1728797.0799999996,17822.650309278,14149.371443298967
2024-07-01,Beauty,Gujarat,Premium,46,46,45,65,762338.90000000014,16572.584782609,11776.767391304347
2024-07-01,Home & Kitchen,Maharashtra,New,178,174,161,253,2795342.3499999996,15704.170505618,11200.20230337079
2024-07-01,Grocery,Gujarat,New,62,59,59,88,960973.88,15499.578709677,12372.697419354839
2024-07-01,Beauty,Delhi,Premium,56,55,55,78,1432532.84,25580.943571429,17483.17982142857
2024-07-01,Sports,Telangana,New,63,61,60,85,1296641.31,20581.608095238,14922.772222222218
2024-07-01,Electronics,Delhi,Regular,633,611,462,859,11426367.640000002,18051.13371248,13204.859099526066
2024-07-01,Home & Kitchen,West Bengal,Regular,368,351,314,504,7776112.6899999985,21130.741005435,14443.602391304343
2024-07-01,Grocery,Telangana,Regular,398,394,325,569,7834684.2499999991,19685.136306533,14309.542512562812
2024-07-01,Beauty,Karnataka,New,94,91,89,133,2285151.75,24310.125,13457.109361702125
2024-07-01,Home & Kitchen,West Bengal,Premium,82,79,78,113,2657687.5400000005,32410.823658537,20404.655731707317
2024-07-01,Electronics,Tamil Nadu,New,155,150,148,221,4213901.53,27186.461483871,17948.49509677419
2024-07-01,Electronics,Delhi,New,122,119,113,155,2453588.66,20111.382459016,15591.868196721311
2024-07-01,Grocery,Maharashtra,Premium,108,104,104,153,2434817.0400000005,22544.602222222,15215.999074074078
2024-07-01,Electronics,West Bengal,Premium,83,80,79,123,2246733.79,27069.081807229,18345.72108433735
2024-07-01,Electronics,Tamil Nadu,Premium,152,144,144,209,3292277.1799999997,21659.718289474,13987.411578947369
2024-07-01,Electronics,Uttar Pradesh,New,212,199,189,290,4071591.3800000004,19205.619716981,14457.465566037736
2024-07-01,Electronics,Karnataka,New,180,172,164,247,3987684.63,22153.8035,17819.697722222227
2024-07-01,Home & Kitchen,Delhi,Premium,96,89,88,147,2622268.32,27315.295,19163.502395833333
2024-07-01,Grocery,Delhi,Regular,286,279,246,386,5671745.629999998,19831.278426573,15831.407097902098
2024-07-01,Home & Kitchen,Gujarat,New,111,103,101,171,1867570.13,16824.956126126,13193.65531531532
2024-07-01,Fashion,Gujarat,New,109,106,101,157,2136943.29,19604.984311927,13951.91788990826
2024-07-01,Grocery,Gujarat,Premium,63,63,62,85,1427864.21,22664.511269841,15355.245396825398
2024-07-01,Fashion,Maharashtra,Regular,911,875,603,1246,20277681.719999988,22258.706608123,16422.907782656435
2024-07-01,Beauty,Karnataka,Premium,91,90,90,123,1539316.6099999999,16915.567142857,12999.190109890109
2024-07-01,Electronics,Delhi,Premium,123,116,114,158,1868274.3199999998,15189.222113821,12938.628211382114
2024-07-01,Fashion,Gujarat,Premium,108,105,103,146,2289767.1300000004,21201.5475,17115.294259259255
2024-07-01,Sports,Uttar Pradesh,New,75,75,71,125,1616396.3800000004,21551.951733333,13402.708
2024-07-01,Sports,Maharashtra,Regular,414,403,338,586,9550291.2499999963,23068.336352657,15949.44413043478
2024-07-01,Sports,Uttar Pradesh,Regular,356,350,288,514,8035933.0299999975,22572.845589888,15365.2820505618
2024-07-01,Fashion,Delhi,Premium,124,119,117,169,2258701.9699999997,18215.338467742,14666.614274193549
2024-07-01,Beauty,Maharashtra,Premium,110,107,102,146,2505256.25,22775.056818182,16340.160545454552
2024-07-01,Home & Kitchen,Delhi,Regular,468,451,364,655,9776599.540000001,20890.169957265,14949.730534188031
2024-07-01,Beauty,Maharashtra,New,111,109,108,141,2432899.6100000008,21918.014504505,18226.042342342345
2024-07-01,Beauty,Telangana,New,75,74,73,98,1197737.55,15969.834,12185.52
2024-07-01,Grocery,Telangana,New,76,75,70,103,1404642.1,18482.132894737,12468.893815789474
2024-07-01,Fashion,West Bengal,Regular,402,385,330,570,9671917.7800000012,24059.496965174,17149.333432835818
2024-07-01,Electronics,Uttar Pradesh,Regular,877,849,568,1218,15722886.600000011,17928.034891676,13705.44724059293
2024-07-01,Home & Kitchen,Gujarat,Premium,83,81,79,123,1464080.3699999996,17639.52253012,13893.612530120481
2024-07-01,Fashion,Maharashtra,Premium,179,176,167,248,4284153.830000001,23933.82027933,16850.2930726257
2024-07-01,Electronics,Maharashtra,Regular,1031,988,642,1452,22051300.890000004,21388.264684772,15223.074287099906
2024-07-01,Sports,Gujarat,Regular,260,257,234,361,6000265.96,23077.946,15836.170500000007
2024-07-01,Home & Kitchen,Tamil Nadu,Premium,131,126,123,187,3407391.9299999997,26010.625419847,17076.010229007639
2024-07-01,Sports,Karnataka,Regular,374,369,314,515,7950924.31,21259.155909091,15723.643556149733
2024-07-01,Beauty,Gujarat,Regular,261,259,228,364,5867081.1999999993,22479.238314176,16345.470996168584
2024-07-01,Beauty,Telangana,Regular,332,324,278,461,5846861.0600000015,17611.027289157,12395.544668674698
2024-07-01,Fashion,Delhi,New,126,122,118,172,2579723.7200000007,20473.997777778,15018.779285714285
2024-07-01,Sports,Telangana,Premium,78,77,76,109,1842364.4800000002,23620.057435897,17001.178589743591
2024-07-01,Electronics,West Bengal,Regular,516,488,406,707,11287159.270000001,21874.339670543,15720.292519379853
2024-07-01,Sports,Telangana,Regular,311,304,254,429,6709268.7600000016,21573.211446945,14800.90424437299
2024-07-01,Fashion,Tamil Nadu,Premium,116,111,107,159,2730101.4199999995,23535.357068966,17403.623534482762
2024-07-01,Sports,Maharashtra,New,82,81,76,121,2085206.0099999998,25429.341585366,18652.023414634154
2024-07-01,Grocery,Delhi,Premium,61,60,58,80,745192.62999999989,12216.272622951,10656.998852459015
2024-07-01,Beauty,Telangana,Premium,81,77,75,111,1648439.7399999993,20351.107901235,16298.12296296296
2024-07-01,Electronics,Uttar Pradesh,Premium,168,162,155,218,3720644.8699999996,22146.695654762,16422.140833333335
2024-07-01,Beauty,Uttar Pradesh,New,82,81,79,108,1170474.92,14274.084390244,10224.05524390244
2024-07-01,Beauty,Karnataka,Regular,419,409,344,610,8432887.3500000015,20126.222792363,13271.051121718387
2024-07-01,Sports,West Bengal,Premium,48,48,48,73,1132877.06,23601.605416667,12031.602500000003
2024-07-01,Sports,West Bengal,New,30,30,27,47,1186671.9500000002,39555.731666667,21147.447666666663
2024-07-01,Fashion,Uttar Pradesh,Premium,168,164,155,234,4698222.9399999995,27965.612738095,19111.39410714286
2024-07-01,Grocery,Karnataka,Regular,424,417,357,591,9670559.5700000059,22807.923514151,15558.740023584909
2024-07-01,Sports,Maharashtra,Premium,77,75,74,112,1865919.0099999998,24232.714415584,17175.526363636363
2024-07-01,Home & Kitchen,Tamil Nadu,New,95,92,92,127,1879566.1799999995,19784.907157895,14296.214000000002
2024-07-01,Grocery,Telangana,Premium,88,84,83,124,1535847.3599999999,17452.810909091,13538.898636363636
2024-07-01,Electronics,Maharashtra,Premium,202,194,184,270,3653939.9900000007,18088.811831683,14535.946039603959
2024-07-01,Fashion,Delhi,Regular,500,485,398,671,9616907.8400000054,19233.81568,15284.41968
2024-07-01,Sports,West Bengal,Regular,208,206,194,283,4189486.1599999992,20141.760384615,15220.63543269231
2024-07-01,Beauty,Delhi,New,63,62,59,86,1473663.33,23391.481428571,15977.425555555557
2024-07-01,Beauty,Uttar Pradesh,Regular,436,423,350,606,9188980.97,21075.644426606,15148.779678899085
2024-07-01,Sports,Uttar Pradesh,Premium,88,86,81,129,1507752.4500000002,17133.550568182,13214.308863636363
2024-07-01,Sports,Karnataka,Premium,73,72,70,115,2000339.94,27401.916986301,17778.321780821916
2024-07-01,Grocery,Uttar Pradesh,New,104,101,95,148,2108890.21,20277.790480769,15771.070961538462
2024-07-01,Sports,Karnataka,New,72,71,67,98,1594924.9,22151.734722222,14408.3325
2024-07-01,Electronics,Karnataka,Regular,912,866,601,1281,17177050.810000017,18834.485537281,13983.72484649123
2024-07-01,Grocery,Uttar Pradesh,Regular,428,416,334,591,8978976.3999999948,20978.91682243,14832.261004672893
2024-07-01,Grocery,Tamil Nadu,New,77,77,72,107,1288704.4500000002,16736.421428571,11948.919610389612
2024-07-01,Sports,Tamil Nadu,Premium,61,61,59,85,1156421.4200000002,18957.728196721,14027.078196721312
2024-07-01,Grocery,Uttar Pradesh,Premium,100,95,97,129,1658833.8000000005,16588.338,12011.9695
2024-07-01,Beauty,Delhi,Regular,259,255,228,366,4690742.29,18110.974092664,12688.87640926641
2024-07-01,Sports,Delhi,Regular,258,251,240,341,5688496.14,22048.434651163,16150.59527131783
2024-07-01,Electronics,Gujarat,Regular,609,584,474,817,12180926.079999994,20001.520656814,15260.856798029563
2024-07-01,Beauty,Uttar Pradesh,Premium,92,91,88,126,2147776.0500000003,23345.391847826,16355.873369565215
2024-07-01,Sports,Gujarat,New,47,47,46,65,1191860.0699999998,25358.724893617,17610.861063829787
2024-07-01,Fashion,Telangana,New,126,124,118,180,2678905.16,21261.152063492,14545.282777777777
2024-07-01,Fashion,Uttar Pradesh,New,173,171,161,248,4101845.7099999995,23710.090809249,16026.147283236989
2024-07-01,Grocery,Gujarat,Regular,307,298,271,431,6350485.9999999981,20685.622149837,13412.908859934847
2024-07-01,Home & Kitchen,Karnataka,Regular,656,645,465,897,13271085.720000004,20230.313597561,15282.71137195122
2024-07-01,Beauty,West Bengal,Premium,44,43,44,63,1527828.5,34723.375,19307.701818181817
2024-07-01,Home & Kitchen,Maharashtra,Premium,157,153,148,226,3175715.89,20227.489745223,15623.958280254779
2024-07-01,Grocery,Delhi,New,64,64,61,91,1055887.95,16498.24921875,13357.9059375
2024-07-01,Home & Kitchen,Telangana,Premium,127,120,121,178,2156362.92,16979.235590551,11386.450236220471
2024-07-01,Home & Kitchen,Telangana,New,128,126,122,177,2483222.2000000011,19400.1734375,14422.684453125003
2024-07-01,Electronics,West Bengal,New,103,98,98,156,2008675.2700000009,19501.701650485,14496.893786407769
2024-07-01,Beauty,West Bengal,New,43,43,43,55,775388.17999999993,18032.283255814,13726.063255813955
2024-07-01,Sports,Tamil Nadu,New,66,63,64,90,1240861.96,18800.938787879,14143.775303030303
2024-07-01,Fashion,Gujarat,Regular,556,530,430,735,11010996.620000001,19803.950755396,14620.710719424465
2024-07-01,Electronics,Maharashtra,New,190,184,175,277,4328284.7,22780.445789474,16117.686789473684
2024-07-01,Electronics,Telangana,New,129,125,121,176,2487688.04,19284.403410853,14269.38976744186
2024-07-01,Beauty,Tamil Nadu,New,72,71,67,100,1048087.69,14556.773472222,9944.076944444445
2024-07-01,Electronics,Telangana,Premium,156,148,144,205,3215929.6199999996,20614.933461538,16013.717692307693
2024-07-01,Beauty,Tamil Nadu,Premium,72,71,70,92,1792091.1599999997,24890.155,18274.701250000002
2024-07-01,Fashion,Maharashtra,New,188,177,172,255,4177105.9300000011,22218.64856383,15714.20319148936
2024-07-01,Grocery,Tamil Nadu,Premium,70,70,70,99,1057077.37,15101.105285714,11894.736142857142
2024-07-01,Fashion,Karnataka,Regular,759,728,548,1042,16596485.670000009,21866.252529644,15549.90068511197
2024-07-01,Sports,Delhi,Premium,39,39,39,56,976320.26,25033.852820513,15773.82948717949
2024-07-01,Fashion,Telangana,Premium,154,150,140,202,3290661.51,21367.931883117,16644.874090909088
2024-07-01,Beauty,Gujarat,New,84,81,82,118,1922448.3599999999,22886.29,16573.434047619048
2024-07-01,Fashion,Karnataka,Premium,142,139,134,186,3284886.6099999994,23133.004295775,16500.518028169015
2024-07-01,Home & Kitchen,Gujarat,Regular,439,427,350,614,9340931.8500000034,21277.749088838,15635.526583143508
2024-07-01,Electronics,Karnataka,Premium,199,186,180,265,4018035.5999999992,20191.133668342,14600.243718592963
2024-08-01,Sports,Gujarat,Premium,50,49,49,66,1244594.6400000001,24891.8928,15491.855800000001
2024-08-01,Sports,Telangana,Regular,344,338,300,449,6781289.2499999972,19713.050145349,14881.062412790701
2024-08-01,Electronics,Telangana,Premium,150,148,134,189,3133487.3899999997,20889.915933333,17275.417866666667
2024-08-01,Home & Kitchen,Tamil Nadu,New,128,122,123,186,2782890.8200000008,21741.33453125,15517.819843749998
2024-08-01,Electronics,Gujarat,Premium,103,102,98,147,1887044.7000000002,18320.822330097,13756.270873786405
2024-08-01,Fashion,Maharashtra,New,177,173,167,243,3601235.2800000003,20345.962033898,14351.133107344634
2024-08-01,Electronics,Karnataka,New,199,190,175,283,4104914.48,20627.710954774,15212.433768844223
2024-08-01,Fashion,Tamil Nadu,New,140,137,135,202,2587818.2800000007,18484.416285714,13296.082714285711
2024-08-01,Sports,Karnataka,Regular,373,369,309,513,7008499.8999999994,18789.543967828,13099.142520107242
2024-08-01,Home & Kitchen,Tamil Nadu,Premium,121,118,112,180,3077238.1500000004,25431.720247934,18063.69305785124
2024-08-01,Fashion,Telangana,New,145,141,132,196,3430097.8900000011,23655.847517241,17086.050896551726
2024-08-01,Sports,West Bengal,New,39,39,39,52,531234.90999999992,13621.407948718,10040.762564102566
2024-08-01,Electronics,West Bengal,New,89,87,86,117,1308846.4100000001,14706.139438202,12445.093483146069
2024-08-01,Sports,Delhi,Regular,239,235,212,342,4728495.820000004,19784.501338912,14317.248117154815
2024-08-01,Fashion,Tamil Nadu,Premium,143,138,132,199,3007275.3199999994,21029.897342657,14889.220069930068
2024-08-01,Fashion,West Bengal,Premium,90,88,86,122,2130098.9800000004,23667.766444444,19372.984111111109
2024-08-01,Electronics,West Bengal,Premium,90,88,85,127,1754288.0699999998,19492.089666667,14263.695777777777
2024-08-01,Home & Kitchen,Delhi,Regular,456,438,378,631,7617812.0999999978,16705.728289474,12977.177675438596
2024-08-01,Home & Kitchen,Gujarat,Premium,109,106,105,150,1792658.2800000003,16446.406238532,11966.076605504582
2024-08-01,Fashion,West Bengal,New,85,83,82,124,2751700.71,32372.949529412,22350.26894117647
2024-08-01,Grocery,West Bengal,Premium,41,41,40,52,1013759.3400000002,24725.837560976,18533.324634146342
2024-08-01,Home & Kitchen,Maharashtra,Premium,170,168,156,240,4040402.0800000005,23767.071058824,17401.391117647057
2024-08-01,Electronics,Maharashtra,New,189,183,170,262,3244260.8599999989,17165.401375661,12753.760105820111
2024-08-01,Grocery,Uttar Pradesh,Regular,443,431,356,605,9393929.2900000047,21205.257990971,16170.229977426634
2024-08-01,Electronics,Karnataka,Premium,180,175,169,228,3353275.86,18629.310333333,14169.062388888895
2024-08-01,Sports,Delhi,Premium,44,44,44,66,1356165.9100000001,30821.9525,20836.591363636362
2024-08-01,Home & Kitchen,Telangana,New,138,133,128,180,2784900.47,20180.438188406,15342.788768115945
2024-08-01,Home & Kitchen,Delhi,New,97,94,89,138,1807213.99,18631.072061856,13182.459690721651
2024-08-01,Home & Kitchen,Uttar Pradesh,Regular,662,644,478,908,13898526.380000003,20994.752839879,14426.784697885201
2024-08-01,Electronics,Tamil Nadu,New,154,150,142,210,3195293.48,20748.658961039,14261.05441558442
2024-08-01,Sports,Uttar Pradesh,New,83,82,78,107,1820449.5099999995,21933.126626506,15825.603855421685
2024-08-01,Beauty,Delhi,New,73,73,70,103,1522059.7399999998,20850.133424658,14370.584657534248
2024-08-01,Home & Kitchen,Gujarat,Regular,424,414,353,601,8773312.0,20691.773584906,14133.822169811319
2024-08-01,Home & Kitchen,Gujarat,New,115,112,104,159,2311402.6900000004,20099.153826087,14780.154434782602
2024-08-01,Sports,West Bengal,Premium,42,40,41,53,1013349.5,24127.369047619,16922.840476190475
2024-08-01,Electronics,West Bengal,Regular,476,450,377,660,9589279.8400000017,20145.545882353,15063.629117647059
2024-08-01,Home & Kitchen,West Bengal,Premium,82,77,80,113,2540785.59,30985.190121951,22286.173048780489
2024-08-01,Fashion,Gujarat,Regular,524,500,414,707,11708737.279999994,22344.918473282,16395.29509541985
2024-08-01,Fashion,Maharashtra,Premium,158,153,148,218,3457692.43,21884.129303797,15403.036835443037
2024-08-01,Electronics,Uttar Pradesh,New,178,169,159,249,2967685.1199999996,16672.388314607,12709.50101123596
2024-08-01,Sports,Uttar Pradesh,Premium,85,83,83,122,2096863.8599999999,24668.986588235,17486.667764705886
2024-08-01,Fashion,Telangana,Premium,157,149,137,228,3859631.040000001,24583.637197452,17657.256560509559
2024-08-01,Electronics,Tamil Nadu,Premium,168,162,154,238,3602226.899999999,21441.826785714,14724.333214285714
2024-08-01,Fashion,Gujarat,New,116,115,108,143,2301107.1700000004,19837.130775862,17397.225517241379
2024-08-01,Beauty,Karnataka,Regular,427,416,353,611,8902556.4799999986,20849.078407494,14037.596065573769
2024-08-01,Beauty,Tamil Nadu,New,83,82,81,107,1705441.27,20547.485180723,14842.855662650605
2024-08-01,Fashion,Gujarat,Premium,117,113,109,154,1774299.9000000001,15164.956410256,13690.22205128205
2024-08-01,Beauty,Tamil Nadu,Regular,308,306,272,424,7282502.9199999981,23644.49,15878.402435064938
2024-08-01,Grocery,Karnataka,Regular,464,455,366,655,8120870.1099999994,17501.875237069,12843.506185344824
2024-08-01,Sports,Tamil Nadu,Regular,314,310,265,431,6703448.1700000018,21348.561050955,15641.506942675162
2024-08-01,Grocery,Tamil Nadu,Regular,317,308,277,423,5962083.12,18807.83318612,15012.248012618296
2024-08-01,Fashion,Karnataka,New,153,148,147,233,3218766.5399999991,21037.689803922,13538.444052287587
2024-08-01,Home & Kitchen,Maharashtra,New,153,150,142,219,3029785.9699999997,19802.522679739,15443.737647058822
2024-08-01,Electronics,Delhi,New,157,144,141,225,3317017.4799999995,21127.499872611,14888.7901910828
2024-08-01,Home & Kitchen,Karnataka,Regular,673,648,494,943,12436673.959999997,18479.456106984,14005.268335809809
2024-08-01,Fashion,Delhi,Regular,528,507,416,732,10499275.589999996,19884.991647727,14565.982424242424
2024-08-01,Electronics,Telangana,Regular,717,685,515,999,15075315.300000006,21025.544351464,14907.02520223152
2024-08-01,Sports,Delhi,New,48,48,48,75,1935452.0699999998,40321.918125,24369.35291666667
2024-08-01,Grocery,Gujarat,Premium,54,54,53,77,673105.19,12464.910925926,10872.423518518519
2024-08-01,Home & Kitchen,Karnataka,Premium,151,147,140,205,3344078.8200000003,22146.217350993,15247.275165562916
2024-08-01,Home & Kitchen,Delhi,Premium,106,105,100,133,1978238.9999999998,18662.632075472,13754.084716981135
2024-08-01,Fashion,Telangana,Regular,665,640,501,953,15385178.559999993,23135.606857143,15594.839443609028
2024-08-01,Fashion,Karnataka,Premium,147,140,141,186,2635884.8600000003,17931.18952381,13221.823809523807
2024-08-01,Beauty,Gujarat,Regular,292,286,263,415,6260985.2700000005,21441.730376712,15083.37188356164
2024-08-01,Fashion,Karnataka,Regular,761,728,535,1060,14930841.04,19620.027647832,13851.756911957957
2024-08-01,Beauty,Uttar Pradesh,New,97,90,93,133,2169970.35,22370.828350515,15386.51886597938
2024-08-01,Electronics,Gujarat,Regular,613,581,468,879,11907850.399999997,19425.530831974,14295.431305057102
2024-08-01,Fashion,Delhi,Premium,144,144,137,199,3863721.6700000009,26831.400486111,18706.622569444447
2024-08-01,Electronics,Maharashtra,Premium,204,197,185,269,4639757.6900000013,22743.910245098,14806.366029411771
2024-08-01,Grocery,Delhi,New,64,63,62,91,990411.88,15475.185625,11328.932031249999
2024-08-01,Fashion,Uttar Pradesh,New,168,161,153,212,3288601.0899999994,19575.006488095,16250.977619047617
2024-08-01,Electronics,Gujarat,New,125,120,116,182,3151328.32,25210.62656,17708.468640000003
2024-08-01,Beauty,Maharashtra,Premium,101,100,95,146,2236732.7300000004,22145.868613861,14902.337128712872
2024-08-01,Grocery,Uttar Pradesh,Premium,100,99,95,144,1705963.16,17059.6316,11360.2554
2024-08-01,Electronics,Uttar Pradesh,Premium,208,192,191,283,5642069.8500000006,27125.335817308,19843.01567307693
2024-08-01,Grocery,Tamil Nadu,New,66,64,66,105,1194399.4200000002,18096.960909091,11591.390757575757
2024-08-01,Grocery,Tamil Nadu,Premium,65,65,64,82,1411174.66,21710.379384615,18255.907384615384
2024-08-01,Electronics,Karnataka,Regular,858,825,575,1214,16821271.27,19605.211270396,14525.014930069934
2024-08-01,Sports,Karnataka,Premium,67,66,65,106,1673820.43,24982.394477612,16856.918208955223
2024-08-01,Home & Kitchen,Tamil Nadu,Regular,565,543,441,780,12261804.86,21702.309486726,15976.056584070797
2024-08-01,Home & Kitchen,West Bengal,New,69,65,66,90,1272782.8,18446.127536232,15011.57043478261
2024-08-01,Sports,West Bengal,Regular,190,188,174,267,4794386.549999998,25233.613421053,18773.479
2024-08-01,Grocery,Gujarat,New,56,56,52,71,1109044.67,19804.369107143,17705.195535714287
2024-08-01,Home & Kitchen,Telangana,Premium,109,107,102,145,2317184.9899999998,21258.577889908,16101.002660550459
2024-08-01,Sports,Maharashtra,Regular,353,350,284,493,6990072.0000000019,19801.90368272,14376.529575070821
2024-08-01,Grocery,Maharashtra,New,115,111,104,157,2454979.66,21347.649217391,15403.594347826085
2024-08-01,Fashion,Uttar Pradesh,Regular,757,734,530,1008,15776370.150000002,20840.647490092,15265.644742404224
2024-08-01,Grocery,Maharashtra,Premium,115,114,109,157,2129793.36,18519.94226087,13128.144695652178
2024-08-01,Sports,Tamil Nadu,New,64,62,63,93,1295650.81,20244.54390625,13719.300781250002
2024-08-01,Sports,Tamil Nadu,Premium,64,64,63,85,1227814.39,19184.59984375,14887.444375000001
2024-08-01,Beauty,Tamil Nadu,Premium,64,64,63,92,1130943.2899999998,17670.98890625,11073.640781250002
2024-08-01,Fashion,Tamil Nadu,Regular,610,586,477,870,11828842.63,19391.545295082,14991.959081967219
2024-08-01,Beauty,Uttar Pradesh,Regular,379,368,314,536,8590707.6499999985,22666.774802111,16476.808469656989
2024-08-01,Fashion,Uttar Pradesh,Premium,165,158,147,253,3730749.1700000009,22610.601030303,15248.050909090909
2024-08-01,Home & Kitchen,Karnataka,New,128,125,121,192,2990044.97,23359.726328125,15655.828203125002
2024-08-01,Fashion,Delhi,New,114,109,108,158,2147713.22,18839.589649123,13241.229473684209
2024-08-01,Electronics,Telangana,New,177,165,165,252,4429641.5300000012,25026.223333333,17909.870564971749
2024-08-01,Grocery,Gujarat,Regular,283,276,248,398,5457070.1300000018,19282.933321555,15150.677667844522
2024-08-01,Sports,Karnataka,New,74,70,69,96,1398241.7200000002,18895.158378378,14319.672837837839
2024-08-01,Beauty,Uttar Pradesh,Premium,108,106,106,157,3464271.4000000004,32076.587037037,20278.48472222222
2024-08-01,Beauty,Delhi,Regular,298,291,259,394,6103647.3599999985,20482.038120805,15487.050973154364
2024-08-01,Beauty,Delhi,Premium,62,61,61,94,1416751.4,22850.829032258,15425.135161290324
2024-08-01,Grocery,West Bengal,New,47,45,47,68,956884.06,20359.235319149,12090.778085106384
2024-08-01,Beauty,Gujarat,Premium,57,56,57,87,1056725.9299999997,18539.051403509,12515.514561403508
2024-08-01,Beauty,Maharashtra,New,109,109,101,155,2923676.31,26822.718440367,19054.302844036691
2024-08-01,Home & Kitchen,Telangana,Regular,575,554,449,778,12018714.029999994,20902.111356522,14473.16944347826
2024-08-01,Beauty,Karnataka,New,107,106,101,153,2440794.8099999996,22811.166448598,15728.786728971963
2024-08-01,Grocery,Uttar Pradesh,New,111,110,103,142,1644556.4299999997,14815.823693694,12922.266666666666
2024-08-01,Sports,Maharashtra,New,81,80,79,127,2433207.3600000003,30039.597037037,16573.006543209878
2024-08-01,Beauty,West Bengal,New,58,55,55,78,850455.49999999988,14663.025862069,11988.440344827586
